Date/Time,Year,Month,Day,Time,Windspeed,UV_080m,,,,,,,,,,,,,,,,,,,,,
2/4/2009 13:00,2009,2,4,13:00,43,19.22272,,,,,,,,,,,,,,,,,,,,,
2/4/2009 14:00,2009,2,4,14:00,54,24.14016,,,,,,,,,,,,,,,,,,,,,
2/4/2009 15:00,2009,2,4,15:00,43,19.22272,,,,,,,,,,,,,,,,,,,,,
2/4/2009 16:00,2009,2,4,16:00,46,20.56384,,,,,,,,,,,,,,,,,,,,,
2/4/2009 17:00,2009,2,4,17:00,43,19.22272,,,,,,,,,,,,,,,,,,,,,
2/4/2009 18:00,2009,2,4,18:00,46,20.56384,,,,,,,,,,,,,,,,,,,,,
2/4/2009 19:00,2009,2,4,19:00,46,20.56384,,,,,,,,,,,,,,,,,,,,,
2/4/2009 20:00,2009,2,4,20:00,44,19.66976,,,,,,,,,,,,,,,,,,,,,
2/4/2009 21:00,2009,2,4,21:00,44,19.66976,,,,,,,,,,,,,,,,,,,,,
2/4/2009 22:00,2009,2,4,22:00,37,16.54048,,,,,,,,,,,,,,,,,,,,,
2/4/2009 23:00,2009,2,4,23:00,32,14.30528,,,,,,,,,,,,,,,,,,,,,
2/5/2009 0:00,2009,2,5,0:00,33,14.75232,,,,,,,,,,,,,,,,,,,,,
2/5/2009 1:00,2009,2,5,1:00,35,15.6464,,,,,,,,,,,,,,,,,,,,,
2/5/2009 2:00,2009,2,5,2:00,33,14.75232,,,,,,,,,,,,,,,,,,,,,
2/5/2009 3:00,2009,2,5,3:00,35,15.6464,,,,,,,,,,,,,,,,,,,,,
2/5/2009 4:00,2009,2,5,4:00,46,20.56384,,,,,,,,,,,,,,,,,,,,,
2/5/2009 5:00,2009,2,5,5:00,48,21.45792,,,,,,,,,,,,,,,,,,,,,
2/5/2009 6:00,2009,2,5,6:00,43,19.22272,,,,,,,,,,,,,,,,,,,,,
2/5/2009 7:00,2009,2,5,7:00,32,14.30528,,,,,,,,,,,,,,,,,,,,,
2/5/2009 8:00,2009,2,5,8:00,37,16.54048,,,,,,,,,,,,,,,,,,,,,
2/5/2009 9:00,2009,2,5,9:00,26,11.62304,,,,,,,,,,,,,,,,,,,,,
2/5/2009 10:00,2009,2,5,10:00,17,7.59968,,,,,,,,,,,,,,,,,,,,,
2/5/2009 11:00,2009,2,5,11:00,20,8.9408,,,,,,,,,,,,,,,,,,,,,
2/5/2009 12:00,2009,2,5,12:00,17,7.59968,,,,,,,,,,,,,,,,,,,,,
2/5/2009 13:00,2009,2,5,13:00,37,16.54048,,,,,,,,,,,,,,,,,,,,,
2/5/2009 14:00,2009,2,5,14:00,43,19.22272,,,,,,,,,,,,,,,,,,,,,
2/5/2009 15:00,2009,2,5,15:00,37,16.54048,,,,,,,,,,,,,,,,,,,,,
2/5/2009 16:00,2009,2,5,16:00,28,12.51712,,,,,,,,,,,,,,,,,,,,,
2/5/2009 17:00,2009,2,5,17:00,19,8.49376,,,,,,,,,,,,,,,,,,,,,
2/5/2009 18:00,2009,2,5,18:00,17,7.59968,,,,,,,,,,,,,,,,,,,,,
2/5/2009 19:00,2009,2,5,19:00,22,9.83488,,,,,,,,,,,,,,,,,,,,,
2/5/2009 20:00,2009,2,5,20:00,17,7.59968,,,,,,,,,,,,,,,,,,,,,
2/5/2009 21:00,2009,2,5,21:00,26,11.62304,,,,,,,,,,,,,,,,,,,,,
2/5/2009 22:00,2009,2,5,22:00,22,9.83488,,,,,,,,,,,,,,,,,,,,,
2/5/2009 23:00,2009,2,5,23:00,15,6.7056,,,,,,,,,,,,,,,,,,,,,
2/6/2009 0:00,2009,2,6,0:00,15,6.7056,,,,,,,,,,,,,,,,,,,,,
2/6/2009 1:00,2009,2,6,1:00,17,7.59968,,,,,,,,,,,,,,,,,,,,,
2/6/2009 2:00,2009,2,6,2:00,15,6.7056,,,,,,,,,,,,,,,,,,,,,
2/6/2009 3:00,2009,2,6,3:00,19,8.49376,,,,,,,,,,,,,,,,,,,,,
2/6/2009 4:00,2009,2,6,4:00,17,7.59968,,,,,,,,,,,,,,,,,,,,,
2/6/2009 5:00,2009,2,6,5:00,11,4.91744,,,,,,,,,,,,,,,,,,,,,
2/6/2009 6:00,2009,2,6,6:00,15,6.7056,,,,,,,,,,,,,,,,,,,,,
2/6/2009 7:00,2009,2,6,7:00,17,7.59968,,,,,,,,,,,,,,,,,,,,,
2/6/2009 8:00,2009,2,6,8:00,26,11.62304,,,,,,,,,,,,,,,,,,,,,
2/6/2009 9:00,2009,2,6,9:00,28,12.51712,,,,,,,,,,,,,,,,,,,,,
2/6/2009 10:00,2009,2,6,10:00,33,14.75232,,,,,,,,,,,,,,,,,,,,,
2/6/2009 11:00,2009,2,6,11:00,41,18.32864,,,,,,,,,,,,,,,,,,,,,
2/6/2009 12:00,2009,2,6,12:00,44,19.66976,,,,,,,,,,,,,,,,,,,,,
2/6/2009 13:00,2009,2,6,13:00,39,17.43456,,,,,,,,,,,,,,,,,,,,,
2/6/2009 14:00,2009,2,6,14:00,37,16.54048,,,,,,,,,,,,,,,,,,,,,
2/6/2009 15:00,2009,2,6,15:00,33,14.75232,,,,,,,,,,,,,,,,,,,,,
2/6/2009 16:00,2009,2,6,16:00,24,10.72896,,,,,,,,,,,,,,,,,,,,,
2/6/2009 17:00,2009,2,6,17:00,26,11.62304,,,,,,,,,,,,,,,,,,,,,
2/6/2009 18:00,2009,2,6,18:00,15,6.7056,,,,,,,,,,,,,,,,,,,,,
2/6/2009 19:00,2009,2,6,19:00,13,5.81152,,,,,,,,,,,,,,,,,,,,,
2/6/2009 20:00,2009,2,6,20:00,13,5.81152,,,,,,,,,,,,,,,,,,,,,
2/6/2009 21:00,2009,2,6,21:00,7,3.12928,,,,,,,,,,,,,,,,,,,,,
2/6/2009 22:00,2009,2,6,22:00,11,4.91744,,,,,,,,,,,,,,,,,,,,,
2/6/2009 23:00,2009,2,6,23:00,9,4.02336,,,,,,,,,,,,,,,,,,,,,
2/7/2009 0:00,2009,2,7,0:00,11,4.91744,,,,,,,,,,,,,,,,,,,,,
2/7/2009 1:00,2009,2,7,1:00,13,5.81152,,,,,,,,,,,,,,,,,,,,,
2/7/2009 2:00,2009,2,7,2:00,17,7.59968,,,,,,,,,,,,,,,,,,,,,
2/7/2009 3:00,2009,2,7,3:00,9,4.02336,,,,,,,,,,,,,,,,,,,,,
2/7/2009 4:00,2009,2,7,4:00,24,10.72896,,,,,,,,,,,,,,,,,,,,,
2/7/2009 5:00,2009,2,7,5:00,24,10.72896,,,,,,,,,,,,,,,,,,,,,
2/7/2009 6:00,2009,2,7,6:00,32,14.30528,,,,,,,,,,,,,,,,,,,,,
2/7/2009 7:00,2009,2,7,7:00,33,14.75232,,,,,,,,,,,,,,,,,,,,,
2/7/2009 8:00,2009,2,7,8:00,32,14.30528,,,,,,,,,,,,,,,,,,,,,
2/7/2009 9:00,2009,2,7,9:00,39,17.43456,,,,,,,,,,,,,,,,,,,,,
2/7/2009 10:00,2009,2,7,10:00,44,19.66976,,,,,,,,,,,,,,,,,,,,,
2/7/2009 11:00,2009,2,7,11:00,43,19.22272,,,,,,,,,,,,,,,,,,,,,
2/7/2009 12:00,2009,2,7,12:00,50,22.352,,,,,,,,,,,,,,,,,,,,,
2/7/2009 13:00,2009,2,7,13:00,56,25.03424,,,,,,,,,,,,,,,,,,,,,
2/7/2009 14:00,2009,2,7,14:00,22,9.83488,,,,,,,,,,,,,,,,,,,,,
2/7/2009 15:00,2009,2,7,15:00,44,19.66976,,,,,,,,,,,,,,,,,,,,,
2/7/2009 16:00,2009,2,7,16:00,43,19.22272,,,,,,,,,,,,,,,,,,,,,
2/7/2009 17:00,2009,2,7,17:00,37,16.54048,,,,,,,,,,,,,,,,,,,,,
2/7/2009 18:00,2009,2,7,18:00,28,12.51712,,,,,,,,,,,,,,,,,,,,,
2/7/2009 19:00,2009,2,7,19:00,43,19.22272,,,,,,,,,,,,,,,,,,,,,
2/7/2009 20:00,2009,2,7,20:00,41,18.32864,,,,,,,,,,,,,,,,,,,,,
2/7/2009 21:00,2009,2,7,21:00,26,11.62304,,,,,,,,,,,,,,,,,,,,,
2/7/2009 22:00,2009,2,7,22:00,26,11.62304,,,,,,,,,,,,,,,,,,,,,
2/7/2009 23:00,2009,2,7,23:00,26,11.62304,,,,,,,,,,,,,,,,,,,,,
2/8/2009 0:00,2009,2,8,0:00,37,16.54048,,,,,,,,,,,,,,,,,,,,,
2/8/2009 1:00,2009,2,8,1:00,28,12.51712,,,,,,,,,,,,,,,,,,,,,
2/8/2009 2:00,2009,2,8,2:00,26,11.62304,,,,,,,,,,,,,,,,,,,,,
2/8/2009 3:00,2009,2,8,3:00,19,8.49376,,,,,,,,,,,,,,,,,,,,,
2/8/2009 4:00,2009,2,8,4:00,33,14.75232,,,,,,,,,,,,,,,,,,,,,
2/8/2009 5:00,2009,2,8,5:00,46,20.56384,,,,,,,,,,,,,,,,,,,,,
2/8/2009 6:00,2009,2,8,6:00,30,13.4112,,,,,,,,,,,,,,,,,,,,,
2/8/2009 7:00,2009,2,8,7:00,33,14.75232,,,,,,,,,,,,,,,,,,,,,
2/8/2009 8:00,2009,2,8,8:00,37,16.54048,,,,,,,,,,,,,,,,,,,,,
2/8/2009 9:00,2009,2,8,9:00,33,14.75232,,,,,,,,,,,,,,,,,,,,,
2/8/2009 10:00,2009,2,8,10:00,39,17.43456,,,,,,,,,,,,,,,,,,,,,
2/8/2009 11:00,2009,2,8,11:00,43,19.22272,,,,,,,,,,,,,,,,,,,,,
2/8/2009 12:00,2009,2,8,12:00,32,14.30528,,,,,,,,,,,,,,,,,,,,,
2/8/2009 13:00,2009,2,8,13:00,32,14.30528,,,,,,,,,,,,,,,,,,,,,
2/8/2009 14:00,2009,2,8,14:00,37,16.54048,,,,,,,,,,,,,,,,,,,,,
2/8/2009 15:00,2009,2,8,15:00,43,19.22272,,,,,,,,,,,,,,,,,,,,,
2/8/2009 16:00,2009,2,8,16:00,37,16.54048,,,,,,,,,,,,,,,,,,,,,
2/8/2009 17:00,2009,2,8,17:00,33,14.75232,,,,,,,,,,,,,,,,,,,,,
2/8/2009 18:00,2009,2,8,18:00,33,14.75232,,,,,,,,,,,,,,,,,,,,,
2/8/2009 19:00,2009,2,8,19:00,32,14.30528,,,,,,,,,,,,,,,,,,,,,
2/8/2009 20:00,2009,2,8,20:00,30,13.4112,,,,,,,,,,,,,,,,,,,,,
2/8/2009 21:00,2009,2,8,21:00,26,11.62304,,,,,,,,,,,,,,,,,,,,,
2/8/2009 22:00,2009,2,8,22:00,35,15.6464,,,,,,,,,,,,,,,,,,,,,
2/8/2009 23:00,2009,2,8,23:00,30,13.4112,,,,,,,,,,,,,,,,,,,,,
2/9/2009 0:00,2009,2,9,0:00,35,15.6464,,,,,,,,,,,,,,,,,,,,,
2/9/2009 1:00,2009,2,9,1:00,33,14.75232,,,,,,,,,,,,,,,,,,,,,
2/9/2009 2:00,2009,2,9,2:00,28,12.51712,,,,,,,,,,,,,,,,,,,,,
2/9/2009 3:00,2009,2,9,3:00,28,12.51712,,,,,,,,,,,,,,,,,,,,,
2/9/2009 4:00,2009,2,9,4:00,28,12.51712,,,,,,,,,,,,,,,,,,,,,
2/9/2009 5:00,2009,2,9,5:00,37,16.54048,,,,,,,,,,,,,,,,,,,,,
2/9/2009 6:00,2009,2,9,6:00,39,17.43456,,,,,,,,,,,,,,,,,,,,,
2/9/2009 7:00,2009,2,9,7:00,24,10.72896,,,,,,,,,,,,,,,,,,,,,
2/9/2009 8:00,2009,2,9,8:00,35,15.6464,,,,,,,,,,,,,,,,,,,,,
2/9/2009 9:00,2009,2,9,9:00,46,20.56384,,,,,,,,,,,,,,,,,,,,,
2/9/2009 10:00,2009,2,9,10:00,44,19.66976,,,,,,,,,,,,,,,,,,,,,
2/9/2009 11:00,2009,2,9,11:00,54,24.14016,,,,,,,,,,,,,,,,,,,,,
2/9/2009 12:00,2009,2,9,12:00,57,25.48128,,,,,,,,,,,,,,,,,,,,,
2/9/2009 13:00,2009,2,9,13:00,46,20.56384,,,,,,,,,,,,,,,,,,,,,
2/9/2009 14:00,2009,2,9,14:00,52,23.24608,,,,,,,,,,,,,,,,,,,,,
2/9/2009 15:00,2009,2,9,15:00,37,16.54048,,,,,,,,,,,,,,,,,,,,,
2/9/2009 16:00,2009,2,9,16:00,28,12.51712,,,,,,,,,,,,,,,,,,,,,
2/9/2009 17:00,2009,2,9,17:00,33,14.75232,,,,,,,,,,,,,,,,,,,,,
2/9/2009 18:00,2009,2,9,18:00,44,19.66976,,,,,,,,,,,,,,,,,,,,,
2/9/2009 19:00,2009,2,9,19:00,43,19.22272,,,,,,,,,,,,,,,,,,,,,
2/9/2009 20:00,2009,2,9,20:00,33,14.75232,,,,,,,,,,,,,,,,,,,,,
2/9/2009 21:00,2009,2,9,21:00,46,20.56384,,,,,,,,,,,,,,,,,,,,,
2/9/2009 22:00,2009,2,9,22:00,37,16.54048,,,,,,,,,,,,,,,,,,,,,
2/9/2009 23:00,2009,2,9,23:00,32,14.30528,,,,,,,,,,,,,,,,,,,,,
2/10/2009 0:00,2009,2,10,0:00,35,15.6464,,,,,,,,,,,,,,,,,,,,,
2/10/2009 1:00,2009,2,10,1:00,35,15.6464,,,,,,,,,,,,,,,,,,,,,
2/10/2009 2:00,2009,2,10,2:00,28,12.51712,,,,,,,,,,,,,,,,,,,,,
2/10/2009 3:00,2009,2,10,3:00,46,20.56384,,,,,,,,,,,,,,,,,,,,,
2/10/2009 4:00,2009,2,10,4:00,44,19.66976,,,,,,,,,,,,,,,,,,,,,
2/10/2009 5:00,2009,2,10,5:00,48,21.45792,,,,,,,,,,,,,,,,,,,,,
2/10/2009 6:00,2009,2,10,6:00,33,14.75232,,,,,,,,,,,,,,,,,,,,,
2/10/2009 7:00,2009,2,10,7:00,30,13.4112,,,,,,,,,,,,,,,,,,,,,
2/10/2009 8:00,2009,2,10,8:00,33,14.75232,,,,,,,,,,,,,,,,,,,,,
2/10/2009 9:00,2009,2,10,9:00,41,18.32864,,,,,,,,,,,,,,,,,,,,,
2/10/2009 10:00,2009,2,10,10:00,37,16.54048,,,,,,,,,,,,,,,,,,,,,
2/10/2009 11:00,2009,2,10,11:00,39,17.43456,,,,,,,,,,,,,,,,,,,,,
2/10/2009 12:00,2009,2,10,12:00,39,17.43456,,,,,,,,,,,,,,,,,,,,,
2/10/2009 13:00,2009,2,10,13:00,26,11.62304,,,,,,,,,,,,,,,,,,,,,
2/10/2009 14:00,2009,2,10,14:00,30,13.4112,,,,,,,,,,,,,,,,,,,,,
2/10/2009 15:00,2009,2,10,15:00,20,8.9408,,,,,,,,,,,,,,,,,,,,,
2/10/2009 16:00,2009,2,10,16:00,19,8.49376,,,,,,,,,,,,,,,,,,,,,
2/10/2009 17:00,2009,2,10,17:00,15,6.7056,,,,,,,,,,,,,,,,,,,,,
2/10/2009 18:00,2009,2,10,18:00,20,8.9408,,,,,,,,,,,,,,,,,,,,,
2/10/2009 19:00,2009,2,10,19:00,17,7.59968,,,,,,,,,,,,,,,,,,,,,
2/10/2009 20:00,2009,2,10,20:00,7,3.12928,,,,,,,,,,,,,,,,,,,,,
2/10/2009 21:00,2009,2,10,21:00,11,4.91744,,,,,,,,,,,,,,,,,,,,,
2/10/2009 22:00,2009,2,10,22:00,6,2.68224,,,,,,,,,,,,,,,,,,,,,
2/10/2009 23:00,2009,2,10,23:00,0,0,,,,,,,,,,,,,,,,,,,,,
2/11/2009 0:00,2009,2,11,0:00,7,3.12928,,,,,,,,,,,,,,,,,,,,,
2/11/2009 1:00,2009,2,11,1:00,11,4.91744,,,,,,,,,,,,,,,,,,,,,
2/11/2009 2:00,2009,2,11,2:00,11,4.91744,,,,,,,,,,,,,,,,,,,,,
2/11/2009 3:00,2009,2,11,3:00,11,4.91744,,,,,,,,,,,,,,,,,,,,,
2/11/2009 4:00,2009,2,11,4:00,13,5.81152,,,,,,,,,,,,,,,,,,,,,
2/11/2009 5:00,2009,2,11,5:00,17,7.59968,,,,,,,,,,,,,,,,,,,,,
2/11/2009 6:00,2009,2,11,6:00,15,6.7056,,,,,,,,,,,,,,,,,,,,,
2/11/2009 7:00,2009,2,11,7:00,13,5.81152,,,,,,,,,,,,,,,,,,,,,
2/11/2009 8:00,2009,2,11,8:00,15,6.7056,,,,,,,,,,,,,,,,,,,,,
2/11/2009 9:00,2009,2,11,9:00,13,5.81152,,,,,,,,,,,,,,,,,,,,,
2/11/2009 10:00,2009,2,11,10:00,13,5.81152,,,,,,,,,,,,,,,,,,,,,
2/11/2009 11:00,2009,2,11,11:00,13,5.81152,,,,,,,,,,,,,,,,,,,,,
2/11/2009 12:00,2009,2,11,12:00,11,4.91744,,,,,,,,,,,,,,,,,,,,,
2/11/2009 13:00,2009,2,11,13:00,9,4.02336,,,,,,,,,,,,,,,,,,,,,
2/11/2009 14:00,2009,2,11,14:00,20,8.9408,,,,,,,,,,,,,,,,,,,,,
2/11/2009 15:00,2009,2,11,15:00,28,12.51712,,,,,,,,,,,,,,,,,,,,,
2/11/2009 16:00,2009,2,11,16:00,30,13.4112,,,,,,,,,,,,,,,,,,,,,
2/11/2009 17:00,2009,2,11,17:00,28,12.51712,,,,,,,,,,,,,,,,,,,,,
2/11/2009 18:00,2009,2,11,18:00,30,13.4112,,,,,,,,,,,,,,,,,,,,,
2/11/2009 19:00,2009,2,11,19:00,28,12.51712,,,,,,,,,,,,,,,,,,,,,
2/11/2009 20:00,2009,2,11,20:00,17,7.59968,,,,,,,,,,,,,,,,,,,,,
2/11/2009 21:00,2009,2,11,21:00,7,3.12928,,,,,,,,,,,,,,,,,,,,,
2/11/2009 22:00,2009,2,11,22:00,11,4.91744,,,,,,,,,,,,,,,,,,,,,
2/11/2009 23:00,2009,2,11,23:00,6,2.68224,,,,,,,,,,,,,,,,,,,,,
2/12/2009 0:00,2009,2,12,0:00,4,1.78816,,,,,,,,,,,,,,,,,,,,,
2/12/2009 1:00,2009,2,12,1:00,7,3.12928,,,,,,,,,,,,,,,,,,,,,
2/12/2009 2:00,2009,2,12,2:00,9,4.02336,,,,,,,,,,,,,,,,,,,,,
2/12/2009 3:00,2009,2,12,3:00,9,4.02336,,,,,,,,,,,,,,,,,,,,,
2/12/2009 4:00,2009,2,12,4:00,4,1.78816,,,,,,,,,,,,,,,,,,,,,
2/12/2009 5:00,2009,2,12,5:00,11,4.91744,,,,,,,,,,,,,,,,,,,,,
2/12/2009 6:00,2009,2,12,6:00,7,3.12928,,,,,,,,,,,,,,,,,,,,,
2/12/2009 7:00,2009,2,12,7:00,7,3.12928,,,,,,,,,,,,,,,,,,,,,
2/12/2009 8:00,2009,2,12,8:00,9,4.02336,,,,,,,,,,,,,,,,,,,,,
2/12/2009 9:00,2009,2,12,9:00,11,4.91744,,,,,,,,,,,,,,,,,,,,,
2/12/2009 10:00,2009,2,12,10:00,7,3.12928,,,,,,,,,,,,,,,,,,,,,
2/12/2009 11:00,2009,2,12,11:00,6,2.68224,,,,,,,,,,,,,,,,,,,,,
2/12/2009 12:00,2009,2,12,12:00,6,2.68224,,,,,,,,,,,,,,,,,,,,,
2/12/2009 13:00,2009,2,12,13:00,15,6.7056,,,,,,,,,,,,,,,,,,,,,
2/12/2009 14:00,2009,2,12,14:00,22,9.83488,,,,,,,,,,,,,,,,,,,,,
2/12/2009 15:00,2009,2,12,15:00,22,9.83488,,,,,,,,,,,,,,,,,,,,,
2/12/2009 16:00,2009,2,12,16:00,19,8.49376,,,,,,,,,,,,,,,,,,,,,
2/12/2009 17:00,2009,2,12,17:00,11,4.91744,,,,,,,,,,,,,,,,,,,,,
2/12/2009 18:00,2009,2,12,18:00,13,5.81152,,,,,,,,,,,,,,,,,,,,,
2/12/2009 19:00,2009,2,12,19:00,9,4.02336,,,,,,,,,,,,,,,,,,,,,
2/12/2009 20:00,2009,2,12,20:00,13,5.81152,,,,,,,,,,,,,,,,,,,,,
2/12/2009 21:00,2009,2,12,21:00,15,6.7056,,,,,,,,,,,,,,,,,,,,,
2/12/2009 22:00,2009,2,12,22:00,15,6.7056,,,,,,,,,,,,,,,,,,,,,
2/12/2009 23:00,2009,2,12,23:00,13,5.81152,,,,,,,,,,,,,,,,,,,,,
2/13/2009 0:00,2009,2,13,0:00,9,4.02336,,,,,,,,,,,,,,,,,,,,,
2/13/2009 1:00,2009,2,13,1:00,6,2.68224,,,,,,,,,,,,,,,,,,,,,
2/13/2009 2:00,2009,2,13,2:00,7,3.12928,,,,,,,,,,,,,,,,,,,,,
2/13/2009 3:00,2009,2,13,3:00,9,4.02336,,,,,,,,,,,,,,,,,,,,,
2/13/2009 4:00,2009,2,13,4:00,9,4.02336,,,,,,,,,,,,,,,,,,,,,
2/13/2009 5:00,2009,2,13,5:00,13,5.81152,,,,,,,,,,,,,,,,,,,,,
2/13/2009 6:00,2009,2,13,6:00,13,5.81152,,,,,,,,,,,,,,,,,,,,,
2/13/2009 7:00,2009,2,13,7:00,11,4.91744,,,,,,,,,,,,,,,,,,,,,
2/13/2009 8:00,2009,2,13,8:00,9,4.02336,,,,,,,,,,,,,,,,,,,,,
2/13/2009 9:00,2009,2,13,9:00,7,3.12928,,,,,,,,,,,,,,,,,,,,,
2/13/2009 10:00,2009,2,13,10:00,6,2.68224,,,,,,,,,,,,,,,,,,,,,
2/13/2009 11:00,2009,2,13,11:00,9,4.02336,,,,,,,,,,,,,,,,,,,,,
2/13/2009 12:00,2009,2,13,12:00,9,4.02336,,,,,,,,,,,,,,,,,,,,,
2/13/2009 13:00,2009,2,13,13:00,6,2.68224,,,,,,,,,,,,,,,,,,,,,
2/13/2009 14:00,2009,2,13,14:00,6,2.68224,,,,,,,,,,,,,,,,,,,,,
2/13/2009 15:00,2009,2,13,15:00,6,2.68224,,,,,,,,,,,,,,,,,,,,,
2/13/2009 16:00,2009,2,13,16:00,13,5.81152,,,,,,,,,,,,,,,,,,,,,
2/13/2009 17:00,2009,2,13,17:00,15,6.7056,,,,,,,,,,,,,,,,,,,,,
2/13/2009 18:00,2009,2,13,18:00,11,4.91744,,,,,,,,,,,,,,,,,,,,,
2/13/2009 19:00,2009,2,13,19:00,9,4.02336,,,,,,,,,,,,,,,,,,,,,
2/13/2009 20:00,2009,2,13,20:00,13,5.81152,,,,,,,,,,,,,,,,,,,,,
2/13/2009 21:00,2009,2,13,21:00,9,4.02336,,,,,,,,,,,,,,,,,,,,,
2/13/2009 22:00,2009,2,13,22:00,11,4.91744,,,,,,,,,,,,,,,,,,,,,
2/13/2009 23:00,2009,2,13,23:00,9,4.02336,,,,,,,,,,,,,,,,,,,,,
2/14/2009 0:00,2009,2,14,0:00,9,4.02336,,,,,,,,,,,,,,,,,,,,,
2/14/2009 1:00,2009,2,14,1:00,9,4.02336,,,,,,,,,,,,,,,,,,,,,
2/14/2009 2:00,2009,2,14,2:00,7,3.12928,,,,,,,,,,,,,,,,,,,,,
2/14/2009 3:00,2009,2,14,3:00,6,2.68224,,,,,,,,,,,,,,,,,,,,,
2/14/2009 4:00,2009,2,14,4:00,6,2.68224,,,,,,,,,,,,,,,,,,,,,
2/14/2009 5:00,2009,2,14,5:00,7,3.12928,,,,,,,,,,,,,,,,,,,,,
2/14/2009 6:00,2009,2,14,6:00,11,4.91744,,,,,,,,,,,,,,,,,,,,,
2/14/2009 7:00,2009,2,14,7:00,9,4.02336,,,,,,,,,,,,,,,,,,,,,
2/14/2009 8:00,2009,2,14,8:00,7,3.12928,,,,,,,,,,,,,,,,,,,,,
2/14/2009 9:00,2009,2,14,9:00,6,2.68224,,,,,,,,,,,,,,,,,,,,,
2/14/2009 10:00,2009,2,14,10:00,6,2.68224,,,,,,,,,,,,,,,,,,,,,
2/14/2009 11:00,2009,2,14,11:00,6,2.68224,,,,,,,,,,,,,,,,,,,,,
2/14/2009 12:00,2009,2,14,12:00,4,1.78816,,,,,,,,,,,,,,,,,,,,,
2/14/2009 13:00,2009,2,14,13:00,0,0,,,,,,,,,,,,,,,,,,,,,
2/14/2009 14:00,2009,2,14,14:00,4,1.78816,,,,,,,,,,,,,,,,,,,,,
2/14/2009 15:00,2009,2,14,15:00,0,0,,,,,,,,,,,,,,,,,,,,,
2/14/2009 16:00,2009,2,14,16:00,11,4.91744,,,,,,,,,,,,,,,,,,,,,
2/14/2009 17:00,2009,2,14,17:00,9,4.02336,,,,,,,,,,,,,,,,,,,,,
2/14/2009 18:00,2009,2,14,18:00,11,4.91744,,,,,,,,,,,,,,,,,,,,,
2/14/2009 19:00,2009,2,14,19:00,6,2.68224,,,,,,,,,,,,,,,,,,,,,
2/14/2009 20:00,2009,2,14,20:00,0,0,,,,,,,,,,,,,,,,,,,,,
2/14/2009 21:00,2009,2,14,21:00,4,1.78816,,,,,,,,,,,,,,,,,,,,,
2/14/2009 22:00,2009,2,14,22:00,0,0,,,,,,,,,,,,,,,,,,,,,
2/14/2009 23:00,2009,2,14,23:00,4,1.78816,,,,,,,,,,,,,,,,,,,,,
2/15/2009 0:00,2009,2,15,0:00,4,1.78816,,,,,,,,,,,,,,,,,,,,,
2/15/2009 1:00,2009,2,15,1:00,6,2.68224,,,,,,,,,,,,,,,,,,,,,
2/15/2009 2:00,2009,2,15,2:00,6,2.68224,,,,,,,,,,,,,,,,,,,,,
2/15/2009 3:00,2009,2,15,3:00,6,2.68224,,,,,,,,,,,,,,,,,,,,,
2/15/2009 4:00,2009,2,15,4:00,7,3.12928,,,,,,,,,,,,,,,,,,,,,
2/15/2009 5:00,2009,2,15,5:00,7,3.12928,,,,,,,,,,,,,,,,,,,,,
2/15/2009 6:00,2009,2,15,6:00,9,4.02336,,,,,,,,,,,,,,,,,,,,,
2/15/2009 7:00,2009,2,15,7:00,9,4.02336,,,,,,,,,,,,,,,,,,,,,
2/15/2009 8:00,2009,2,15,8:00,7,3.12928,,,,,,,,,,,,,,,,,,,,,
2/15/2009 9:00,2009,2,15,9:00,6,2.68224,,,,,,,,,,,,,,,,,,,,,
2/15/2009 10:00,2009,2,15,10:00,0,0,,,,,,,,,,,,,,,,,,,,,
2/15/2009 11:00,2009,2,15,11:00,4,1.78816,,,,,,,,,,,,,,,,,,,,,
2/15/2009 12:00,2009,2,15,12:00,6,2.68224,,,,,,,,,,,,,,,,,,,,,
2/15/2009 13:00,2009,2,15,13:00,6,2.68224,,,,,,,,,,,,,,,,,,,,,
2/15/2009 14:00,2009,2,15,14:00,7,3.12928,,,,,,,,,,,,,,,,,,,,,
2/15/2009 15:00,2009,2,15,15:00,9,4.02336,,,,,,,,,,,,,,,,,,,,,
2/15/2009 16:00,2009,2,15,16:00,9,4.02336,,,,,,,,,,,,,,,,,,,,,
2/15/2009 17:00,2009,2,15,17:00,7,3.12928,,,,,,,,,,,,,,,,,,,,,
2/15/2009 18:00,2009,2,15,18:00,6,2.68224,,,,,,,,,,,,,,,,,,,,,
2/15/2009 19:00,2009,2,15,19:00,0,0,,,,,,,,,,,,,,,,,,,,,
2/15/2009 20:00,2009,2,15,20:00,0,0,,,,,,,,,,,,,,,,,,,,,
2/15/2009 21:00,2009,2,15,21:00,4,1.78816,,,,,,,,,,,,,,,,,,,,,
2/15/2009 22:00,2009,2,15,22:00,0,0,,,,,,,,,,,,,,,,,,,,,
2/15/2009 23:00,2009,2,15,23:00,4,1.78816,,,,,,,,,,,,,,,,,,,,,
2/16/2009 0:00,2009,2,16,0:00,0,0,,,,,,,,,,,,,,,,,,,,,
2/16/2009 1:00,2009,2,16,1:00,0,0,,,,,,,,,,,,,,,,,,,,,
2/16/2009 2:00,2009,2,16,2:00,0,0,,,,,,,,,,,,,,,,,,,,,
2/16/2009 3:00,2009,2,16,3:00,6,2.68224,,,,,,,,,,,,,,,,,,,,,
